ID,SMILES,E(S1),E(T1)
ZINC000095502092,CC(=O)c1cc(-c2nc(C3CC3)nn2-c2ccccc2C(=O)O)cs1,3.713200022,3.235000019
ZINC000095516376,CC(=O)c1cc(-c2nc(-c3cccnc3)nn2C2CCN(C)CC2)cs1,3.717500022,3.240200019
ZINC000095619078,Nc1nc(=O)[nH]c(-c2ccccc2)c1C(=S)Nc1ccccc1,3.046200018,2.655700016
ZINC000095630764,Cc1cccc(C(=O)C(=O)c2ccc3nccnc3c2)n1,2.482900015,2.042800012
ZINC000095660859,Cc1ccc(S(=O)(=O)N(c2ccc3c(c2Cl)C(=O)c2ccccc2C3=O)S(=O)(=O)c2ccc(C)cc2)cc1,3.024200018,2.603000016
ZINC000001044578,O=S(=O)(NC(=S)Nc1ccc(Cl)cc1)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccs2)cc1,3.708200022,3.26130002
ZINC000095725648,Cn1nc(N2C(=O)C=CC2=O)c2ccccc21,3.467400021,3.008200018
ZINC000095742684,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)SC1=N[C@@H](C)N2C(SC(=O)c3c(C)onc3-c3c(Cl)cccc3Cl)=N[C@H](C)N12,3.746700022,3.28990002
ZINC000095829681,CN(C)C(=S)Oc1cccnc1,4.189600025,3.691800022
ZINC000095829772,O=C(c1nccs1)c1ccccn1,3.199500019,2.768300017
ZINC000095842345,O=C1C=CC(=O)C(I)=C1,2.606600016,2.168900013
ZINC000095863027,O=c1[nH]c2ncccc2c(=S)[nH]1,2.881000017,2.521900015
ZINC000095863262,CC1=CS/C(=C2\SC=C(C)S2)S1,2.739800016,2.505100015
ZINC000095864912,O=c1nc(Nc2ccc(Oc3ccccc3)cc2)oc2ccccc12,4.241900025,3.817700023
ZINC000001044860,Cc1cccc(C)c1N(C(=O)c1ccoc1)C1=NCCC(=O)S1,4.167400025,3.682700022
ZINC000095910949,CS(=O)(=O)c1nnc(-c2ccc(OCCOCCOCCOCCN=[N+]=[N-])cc2)o1,3.845600023,3.578400021
ZINC000095919781,N#Cc1cnc(-c2cncnc2)nc1,3.829400023,3.656000022
ZINC000095929424,NC(=S)Nc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,4.178500025,3.687100022
ZINC000095929427,NC(=S)Nc1ccc(Sc2ncc(C(F)(F)F)cc2Cl)cc1,3.993200024,3.624100022
ZINC000001045008,O=C(/C=C/c1cccs1)NC(=S)Nc1nc(-c2ccc(Cl)cc2)cs1,3.024100018,2.740200016
ZINC000095944128,Cc1cc(S(=O)(=O)Nc2ccnc(C)n2)cnc1Cl,4.683800028,4.212900025
ZINC000001045678,O=C1c2ccccc2C(=O)N1c1ccccc1NC(=S)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.729800022,3.29190002
ZINC000095947802,CC(=O)c1c(C)[nH]c(C(=O)Oc2ccc(Oc3ccccn3)cc2)c1C,3.893600023,3.40160002
ZINC000095951328,CCOC(=O)C(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O,3.200300019,2.783300017
ZINC000095953709,CC(=O)c1cccc(S(=O)(=O)Nc2ccc(-c3cn4c(n3)CCCC4)cc2)c1,3.679700022,3.194600019
ZINC000001045972,C#Cc1cccc(NC(N)=S)c1,4.123100025,3.625600022
ZINC000095959982,Cc1c(Cl)cccc1S(=O)(=O)Nc1ccc(C(=O)c2nccn2C)cc1,3.672300022,3.222200019
ZINC000095960498,CC(=O)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cc1,3.617700022,3.138600019
ZINC000095961051,COc1ccc(C(=O)C(=O)Nc2ncccc2C)cc1,3.152600019,2.728300016
ZINC000095962064,CCS(=O)(=O)c1ccc(Sc2ccccc2C(=O)Nc2ccccn2)cc1,4.315300026,3.824700023
ZINC000095962149,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Sc3cccs3)cn2)cc1,4.211700025,3.726700022
ZINC000095966815,O=C(Nc1cc(Cl)ccn1)c1ccc(S(=O)(=O)Nc2nccs2)cc1,4.184700025,3.744900022
ZINC000095971194,O=c1ccc2c([nH]1)CC/C(=C\c1cccc3ccccc13)C2=O,3.42480002,2.988000018
ZINC000095975533,CSCc1ccnc(NC(=O)c2ccc(C(=O)N(C)c3ccccc3)cc2)c1,4.218500025,3.745100022
ZINC000095975784,CCNC(=O)c1cc(NC(=O)c2nc(C(C)C)ncc2Cl)nc2ccccc21,3.544800021,3.127900019
ZINC000095976060,CCn1cc(C(=O)C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)cn2)cn1,3.34300002,2.921500017
ZINC000095988436,O=C(/N=c1\[nH]ncn1-c1ccccc1)c1ccncc1F,3.784300023,3.37720002
ZINC000095988449,N#Cc1c[nH]c(C(=O)/N=c2\[nH]ncn2-c2ccccc2)c1,4.193700025,3.699300022
ZINC000095990365,Cc1cccc(OC(=O)c2cnc(C)nc2C)c1,4.116500025,3.784300023
ZINC000095991397,CCC(=O)N(C)c1ccccc1C(=O)Nc1cc(C2CC2)nc(C)n1,4.184900025,3.753400022
ZINC000095992139,Cc1cc(=O)c(C(=O)Nc2ccccc2Nc2ccccc2)c[nH]1,3.801300023,3.33030002
ZINC000096011073,CC(=O)c1ccc(NC(=O)c2cccc(-c3ncn[nH]3)c2)cc1Cl,3.770300023,3.521700021
ZINC000096011287,CC(=O)c1cc(S(=O)(=O)Nc2ccc(-c3ncn(C)n3)cc2)ccc1Br,3.718500022,3.234700019
ZINC000096012247,CC(=O)c1cccc(NC(=O)c2ccc3[nH]nnc3n2)c1,3.694000022,3.208000019
ZINC000096013450,CCn1cc(S(=O)(=O)/N=C(\O)c2cccc(F)n2)nc1C,4.491100027,4.062600024
ZINC000096013519,CCOC(=O)c1c(NS(=O)(=O)c2cccc(C(=O)CC)c2)nn2cc[nH]c12,3.623700022,3.148000019
ZINC000096021889,Cc1ccc(NS(=O)(=O)c2cc(NC(=S)Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)ccc2C)c(C)c1,3.979700024,3.581000021
ZINC000096022008,CCOc1cc(C(=O)NC(=S)n2nc(NC(=O)c3cc(OCC)c(OCC)c(OCC)c3)n3c2nc(=O)cc3C)cc(OCC)c1OCC,2.591100016,2.305200014
ZINC000096022197,CCn1c2ccccc2c2cc(NC(=S)c3c(-c4ccccc4)c4c5n(c(-c6ccc(Br)cc6)nn35)CCCC4)ccc21,2.948600018,2.454600015
ZINC000096022650,CC(C)(C)P(=NC(=S)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)(N1CCCCCC1)N1CCCCCC1,3.669700022,3.30920002
ZINC000096022673,CC(C)(C)P(=NC(=S)Nc1cccc(S(=O)(=O)N2CCCC2)c1)(N1CCCCCC1)N1CCCCCC1,3.754000022,3.40390002
ZINC000096024138,Nc1cc(=O)n(C(=O)c2ccccc2)o1,4.344700026,3.866300023
ZINC000096025236,COc1ccccc1C(=O)Nc1cc(-n2cncn2)ncn1,4.176800025,3.771800023
ZINC000096025252,Cn1nc(-c2ccccc2)cc1C(=O)Nc1cc(-n2cncn2)ncn1,4.251000025,3.757300022
ZINC000096025253,O=C(Nc1cc(-n2cncn2)ncn1)c1cncc(Br)c1,4.088500024,3.664300022
ZINC000096025272,Cn1nc(-c2ccccc2)cc1C(=O)Nc1cc(-n2ccc3ccccc32)ncn1,4.270900026,3.772200023
ZINC000096026283,Cn1c2ccccc2c2cc(C(N)=S)ccc21,3.148900019,2.747200016
ZINC000096034596,CS(=O)(=O)c1ccc2ncnc(Cl)c2c1,3.971100024,3.517500021
ZINC000096035226,O=C1c2ccccc2C/C1=C/c1ccccc1-n1cccn1,3.39330002,2.982700018
ZINC000096035564,Cn1ncc2c1CC/C(=C/c1c(OC(F)F)ccc3ccccc31)C2=O,3.537200021,3.115000019
ZINC000096035634,O=C(/C=C\c1cccnc1)c1ccsc1,3.442300021,2.947200018
ZINC000096055617,O=C(/C=C\c1csc(-c2cccs2)n1)C(=O)c1ccccc1,2.435700015,2.008800012
ZINC000096097977,O=C(Nc1cc(-n2cccn2)ncn1)c1cnn(-c2ccccc2)n1,4.221300025,3.723500022
ZINC000096097987,O=C(Nc1cc(-n2cccn2)ncn1)c1cc(=O)c2ccccc2o1,3.605000022,3.126600019
ZINC000096097990,O=C(Nc1cc(-n2ccnc2)ncn1)c1ccccn1,4.358200026,3.891500023
ZINC000001052236,Cc1cccc(NC(=O)c2cccc(OC(=S)Nc3ccc(F)cc3)c2)c1,3.726400022,3.239700019
ZINC000096097996,O=C(Nc1cc(-n2ccnc2)ncn1)c1cnn(-c2ccccc2)n1,4.213400025,3.716100022
ZINC000096098002,O=C(Nc1cc(-n2cncn2)ncn1)c1cnn(-c2ccccc2)n1,4.207000025,3.712700022
ZINC000096098009,Cc1c(C(=O)Nc2cc(-n3cncn3)ncn2)cnn1-c1ccccc1,4.353300026,3.923400023
ZINC000096111312,CN(C)CCN1C(=O)N=C(O)C1=O,3.666100022,3.27890002
ZINC000096117569,CCOC(=O)c1[nH]c(C)c(C(=O)Nc2cccc(C(=O)c3nccn3C)c2)c1C,3.636200022,3.179800019
ZINC000096118472,COc1cc2cc(C(=O)Nc3cccc(C(=O)c4nccn4C)c3)[nH]c2cc1OC,3.636000022,3.34460002
ZINC000096118964,O=C(/C=C1\SC(=S)NC1=O)c1ccccc1,3.052000018,2.744600016
ZINC000096119974,Cc1cc(C)n(-c2cc(NC(=O)c3cc(C4CC4)on3)ncn2)n1,4.189400025,3.786900023
ZINC000096122677,CC(=O)c1ccc(NC(=O)c2cccc(Oc3ccccn3)c2)cc1,3.744100022,3.26440002
ZINC000096124679,[N-]=[N+]=NCc1c[nH]c(=O)[nH]c1=O,3.888000023,3.499700021
ZINC000001053350,CC(=O)c1cccc(NC(=O)c2ccsc2NC(=O)c2ccoc2C)c1,3.706100022,3.221600019
ZINC000096135671,O=c1[nH]c2cccc3c2n1CC/C(=N/O)C3=O,3.553800021,3.061200018
ZINC000096135718,CC(=O)c1cccc(-c2cccc(-c3nnc(C)o3)c2)c1,3.704400022,3.218200019
ZINC000096136302,Cc1nc2ccccc2c(-c2ccccc2S(=O)(=O)NC(C)(C)C)n1,3.876400023,3.41940002
ZINC000096141116,Cc1nc2ccccc2c(-c2ccc(C(N)=O)cc2)n1,3.732400022,3.250700019
ZINC000096150119,CC(=O)c1cccc(-c2cccc(-n3cnnc3)c2)c1,3.692900022,3.206500019
ZINC000096152590,Cc1n[nH]c(C)c1-c1nc(C)nc2ccccc21,3.862800023,3.36610002
ZINC000096158031,COC(=O)c1sc2ncc(C(=O)/C=C\c3cccnc3)cc2c1C,3.39490002,2.934500018
ZINC000096164333,CC(=O)c1cccc(-c2n[nH]c3ncnc(N)c32)c1,3.705900022,3.220600019
ZINC000096174842,CCN1CCN(Cc2ccc(C(=O)Nc3ccc(C)c(Oc4ccc5c(c4)CC(=O)N5)c3)cc2C(F)(F)F)CC1,3.912100023,3.845300023
ZINC000096180376,COc1ncc(-c2ccccc2S(=O)(=O)NC(C)(C)C)c(OC)n1,4.887900029,4.404500026
ZINC000001054400,CC(=O)c1cccc(NC(=O)c2ccsc2NC(=O)COc2ccccc2)c1,3.837300023,3.36870002
ZINC000096190093,O=C1c2ccccc2-c2cc3ccc4nsnc4c3cc21,3.203500019,2.760600017
ZINC000001054640,CC(=O)c1cccc(NC(=O)c2ccsc2NC(=O)c2cccc(Cl)c2)c1,3.687100022,3.28240002
ZINC000096193614,CC(=O)Oc1cccc(C=C2C(=O)NC(=S)NC2=O)c1,3.253100019,2.805800017
ZINC000096297564,CS(=O)(=O)c1cc2c([nH]c1=O)CC/C(=C/c1ccccc1)C2=O,3.639000022,3.143300019
ZINC000096297669,O=C(/C=C\c1cccnc1)c1ccc2ccccc2c1,3.428500021,2.950100018
ZINC000096305866,Cc1c(C(=O)O)sc(N/N=C2/SC(=S)N(c3ccccc3)C2=O)c1C(=O)O,2.933400018,2.469600015
ZINC000096306081,O=C(O)CC[C@@H](C(=O)O)[C@H]1C(=O)/C(=C/c2cn(-c3ccccc3)nc2C(=O)O)SC1=S,2.517600015,2.158200013
ZINC000096306251,C=CCOc1ccc(/C=C/c2cc(=S)c3ccccc3o2)cc1,2.232400013,1.74570001
ZINC000096306350,O=C(/C=C\c1csnn1)c1ccc(N2CCCC2=O)cc1,3.42240002,2.954800018
ZINC000096307272,O=C(/C=C\c1csnn1)c1cccc2ccccc21,3.31090002,2.853600017
ZINC000096311104,Cn1cc(C(=O)/C=C\c2cn(-c3ccccc3)nc2-c2ccncc2)cn1,3.564500021,3.074300018
ZINC000096312681,O=Cc1ccccc1-c1cnc[nH]c1=O,3.38650002,2.897500017
ZINC000096316542,O=C(Nc1ccccc1)/C(=N/O)C(=O)c1ccccc1,3.468800021,2.972400018
ZINC000096319145,Cc1ccc([SH](=O)=NNc2ccc(C(=O)C(C)(C)C)cc2)cc1,3.753200022,3.28810002
ZINC000096319542,Cc1c(C(=O)c2cn[nH]n2)nnn1-c1cccc(Cl)c1,3.658400022,3.190700019
ZINC000096345937,CCOC(=S)Sc1ccc(C(=O)O)cc1,3.489100021,3.181500019
ZINC000096379753,CC(=O)c1cccc(NS(=O)(=O)c2c(C)[nH]c(C)c2-c2nc(C)no2)c1,3.763800023,3.28360002
ZINC000096400187,CC(=O)c1cccc(NC(=O)Nc2cccc(-c3nccnc3N3CCCC3)c2)c1,3.687400022,3.204200019
ZINC000000084649,S=C(Nc1ccccn1)Nc1ccccn1,3.748900022,3.27330002
ZINC000096404855,Cc1ccc(OC(=O)c2cccnc2C)c(S(=O)(=O)N(C)C)c1,4.461100027,4.054500024
ZINC000001057162,O=C1CS/C(=N\N=C2/C(=O)Nc3ccccc32)N1,2.982900018,2.540700015
ZINC000096407241,CC(=O)c1ccc(C(=O)Nc2nc(C(C)C)nn2C)cc1,3.589300021,3.109100019
ZINC000096425315,CC(=O)c1ccc(C(=O)Nc2ccnc(N(C)C)n2)cc1,3.620100022,3.140200019
ZINC000096425625,CCc1cc(NC(=O)c2ccoc2)nc(C)n1,4.223500025,3.782700023
ZINC000096442752,Cc1ccn2ncc(C(=O)Oc3cccc4c3CCCC4=O)c2n1,3.663800022,3.197400019
ZINC000096442753,CCc1ocnc1C(=O)Oc1cccc2c1CCCC2=O,3.651300022,3.184200019
ZINC000096442754,O=C(Oc1cccc2c1CCCC2=O)c1cn2ccccc2n1,3.657100022,3.190400019
ZINC000096449809,O=C(Nc1ncccc1Br)c1cc(-n2cccn2)ccn1,4.095700025,3.659100022
ZINC000096449961,Cn1cc(Nc2cccc(NC(=O)c3ccc(C#N)cn3)c2)cn1,3.250800019,3.007700018
ZINC000096462505,COc1c(C(=O)Nc2cc(C)nc(C(C)C)n2)c(C)nn1C,4.664900028,4.186200025
ZINC000096467383,Cc1nnc(-c2ccc(C(=O)Oc3ccc4c(c3)CCCC4=O)cc2)o1,3.667100022,3.204100019
ZINC000096494494,Cc1ncc(C(=O)Nc2ccc(C(=O)c3nccn3C)cc2)c(C)n1,3.665700022,3.218200019
ZINC000096500649,Cc1c[nH]/c(=N/C(=O)c2c[nH]c(C)c(Br)c2=O)[nH]1,4.066700024,3.589000021
ZINC000096527200,O=C1NC(=S)N=C(O)/C1=C\c1ccc(Oc2nc(Cl)ncc2F)cc1,2.322400014,1.929400012
ZINC000096562336,CNc1c(-n2cc(C(=O)OC)c(C(=O)OC)c2C(=O)c2ccccc2)c(=O)n(C)c(=O)n1C,3.655900022,3.167400019
ZINC000096562420,NC1=NSC(c2c(Cl)cc(Cl)cc2Cl)=NC(Cl)=C1c1ccncc1,2.754600016,2.374600014
ZINC000096563921,O=C1c2ccccc2-c2ccc(NC(=S)Nc3cc(Cl)ccc3Cl)cc21,3.213900019,2.768500017
ZINC000096563989,S=c1[nH]c(-c2ccco2)nn1-c1ncnc2c1cnn2-c1ccccc1,3.172000019,2.753000016
ZINC000000085371,O=C1c2ccccc2[S@](=O)/C1=C/c1ccccc1,3.33560002,2.839100017
ZINC000096564736,CC(C)=NOC(=S)N(c1ccccc1)P(=O)(Oc1ccccc1)Oc1ccccc1,3.549600021,3.28200002
ZINC000096576632,CCc1nnc(NS(=O)(=O)c2ccc(/N=C3/C(=O)Nc4ccc(Br)cc43)cc2)s1,2.822700017,2.366200014
ZINC000096576744,CNC(=O)Oc1ccc(NC2=NC(=S)N(c3ccc(Cl)cc3)C23CCCCC3)cc1,3.178700019,2.898700017
ZINC000096576747,CCOCCc1nc(-c2ccccn2)c(CCOCC)nc1-c1ccccn1,3.753600022,3.28920002
ZINC000096580092,CCOC(=O)C1=C(C)N(C(=O)c2ccccc2)C(SC)=N[C@@H]1c1cccc(Cl)c1,3.781700023,3.34410002
ZINC000096580335,Cc1ccc(S(=O)(=O)/N=C(\O)Nc2nsnc(Cl)c2=O)cc1,3.039300018,2.593200016
ZINC000096581271,N#CCSc1nc(-c2ccccc2)cc(-c2ccccn2)c1C(=O)c1ccccc1,3.525300021,3.041200018
ZINC000096581707,O=c1cc(C(F)(F)Cl)oc2ccc(-c3ccc4oc(C(F)(F)Cl)cc(=O)c4c3)cc12,3.710200022,3.26870002
ZINC000096582055,O=C(/C=C\c1cnc2ccccc2n1)c1c(=O)[nH]c2ccc(Br)cc2c1-c1ccccc1,3.170200019,2.671800016
ZINC000096592516,CC(=O)c1ccc(Nc2nc(-n3ccnc3C)nc(-n3ccnc3C)n2)cc1,3.709000022,3.228100019
ZINC000096592598,CC(=O)c1ccc(N2C(=S)N=C(Nc3c(C)cccc3C)C23CCCC3)cc1,3.139800019,2.863300017
ZINC000096593682,O=C(Nc1ccc2c(c1Oc1ccccc1)C(=O)c1ccccc1C2=O)c1ccccc1,3.039400018,2.599800016
ZINC000096602104,CCN(CC)C(=O)C(=O)c1c2sc3ccccc3c2[nH]c1-c1ccccc1,3.151400019,2.710500016
ZINC000001065393,Cc1ccc(C(=O)NC(=S)Nc2cccc3cccnc32)cc1[N+](=O)[O-],3.33090002,2.854800017
ZINC000096602564,CC1(C)CC(=O)C2=C(C1)Sc1ccccc1N(C(=N)Nc1ccccc1)[C@H]2c1ccc(Cl)cc1,3.555900021,3.109300019
ZINC000096602697,COc1ccc(C(=O)c2c(C)oc3cc4c(cc3c2=O)n(-c2ccccc2)c(C)c4C(C)=O)cc1,3.664700022,3.170200019
ZINC000001065399,O=C(NC(=S)Nc1cccc(-c2ccc(CO)o2)c1)c1cc2ccccc2o1,3.443900021,2.952800018
ZINC000096653041,N#CN[C-]1N[C@@](O)(c2cccs2)[C@H]([n+]2ccccc2)[C@@H](c2ccccc2)[C@H]1C#N,1.62060001,1.385200008
ZINC000096766274,O=C(O)c1ccc(/C=C2\CC/C(=C/c3ccc(C(=O)O)cc3)C2=O)cc1,3.089400018,2.628500016
ZINC000096766356,Cc1ccc(C(=O)Nc2cccc(/C=C\C(=O)c3cccnc3)c2)cc1,3.34390002,2.869000017
ZINC000096766396,O=C(/C=C\c1cccnc1)c1ccc(-c2ccccc2)cc1,3.41720002,2.943400018
ZINC000000032426,Cc1nnc(C(=O)c2ccccc2)o1,3.444600021,2.952900018
ZINC000096792601,O=C1c2ccccc2S(=O)(=O)C/C1=C/c1cccnc1,3.479800021,2.987100018
ZINC000001066859,CN1C(=O)c2ccc(C(=O)Nc3nc4ccccc4s3)cc2C1=O,3.993000024,3.535000021
ZINC000096792611,O=C(O)c1ccc(/C=C2/CS(=O)(=O)c3ccccc3C2=O)cc1,3.477400021,2.986800018
ZINC000096792629,COc1cc(/C=C2/CS(=O)(=O)c3ccccc3C2=O)ccc1OS(=O)(=O)c1ccc(C)cc1,3.486500021,2.995000018
ZINC000096837318,Cc1nc2ccccc2c(-c2ccccc2)c1C(=O)/C=C\c1ccc2nccnc2c1,3.32800002,2.847500017
ZINC000096839127,O=C(O)/C=C\C(=O)Nc1ccccc1Nc1cc(-c2ccccc2)nn1-c1ccccc1,3.854400023,3.602200022
ZINC000096900382,O=C1C=C/C(=N/c2cccc3c2C(=O)c2ccccc2-3)O1,3.234000019,2.794000017
ZINC000096921006,Cc1ccccc1/C=C1/SC(=S)N(c2cc(S(=O)(=O)N3CCOCC3)ccc2Cl)C1=O,3.063000018,2.644300016
ZINC000096931098,O=C(/C=C\c1ccccc1F)Nc1nc(CN2CCCCC2)nc2ccccc21,3.35310002,3.231300019
ZINC000001071100,O=C(Sc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)c1cccs1,3.724000022,3.29170002
ZINC000096999404,O=C(Nc1ccc(Oc2cnccn2)cc1)C(=O)c1ccc2c(c1)CCC2,3.131000019,2.714100016
ZINC000097010678,C[S@@](=O)c1ccc(C(=O)Oc2cccc3c2CCCC3=O)cc1,3.656600022,3.187000019
ZINC000097035004,O=C(/N=c1\[nH]ncn1-c1ccccc1)c1cncc(F)c1,3.948300024,3.566600021
ZINC000097084163,CC(=O)c1ccc(NC(=O)Nc2cnn(C)c2)cc1Cl,3.790700023,3.30910002
ZINC000097085062,O=C(Nc1ncccc1O)c1ccccc1-n1cccn1,4.264500026,3.784200023
ZINC000097101378,CCS(=O)(=O)Nc1cc(OC)ccc1S(=O)(=O)N1CCC(=O)c2ccccc21,3.713500022,3.244600019
ZINC000001075515,CC(=O)c1cccc(NC(=O)c2ccc(NS(C)(=O)=O)cc2)c1,3.742900022,3.257100019
ZINC000097107033,CC(=O)c1ccc(F)cc1NC(=O)c1cscn1,3.866300023,3.41360002
ZINC000097108806,CC(=O)c1ccc(C(=O)Nc2ccc(-c3ncn(C)n3)cc2)cc1,3.620500022,3.140700019
ZINC000097140300,Cc1cccc(CS(=O)(=O)Nc2cc(-c3nccn3C)nn2C)c1,3.091700018,2.667500016
ZINC000097141723,Cc1nscc1C(=O)Nc1ccnc(C2CCCC2)n1,4.137400025,3.689200022
ZINC000097146000,Cn1nnc2cc(C(=O)Nc3cnccn3)ccc21,4.096500025,3.700000022
ZINC000097147272,O=C(/C=C\c1csnn1)c1ccc(Oc2ccccc2)cc1,3.429300021,2.964000018
ZINC000097162577,Cc1ccc(O)c(NC(=O)c2cnc3c(c2)ncn3C)n1,4.282300026,3.826500023
ZINC000097163243,CCc1n[nH]c(Sc2ccnc3cc(Br)cnc32)n1,3.787700023,3.31660002
ZINC000097171012,CCOC(=O)C(=O)/C=C\c1ccsc1,2.926700018,2.464600015
ZINC000097212435,O=C1NC(=O)c2cc(S(=O)(=O)Nc3cccc(Oc4ccccc4)c3)ccc21,3.974900024,3.563300021
ZINC000097228809,CC(=O)c1ccc(S(=O)(=O)Nc2cccc3oc(C(F)(F)F)nc32)cc1,3.592500021,3.109900019
ZINC000001081317,Cc1ccc2nc(-c3ccc(N4C(=O)C=CC4=O)cc3)sc2c1,3.483000021,2.996100018
ZINC000097323845,CC(=O)c1cccc(-c2nc(-c3ccncc3)nn2CC(=O)O)c1,3.652300022,3.167200019
ZINC000001082213,O=C1c2ccccc2C(=O)N1c1ncn[nH]1,3.990300024,3.701000022
ZINC000097373094,Cc1nc2ncc(C(=O)Nc3ccnc(C(C)(C)C)n3)cc2[nH]1,4.067400024,3.630400022
ZINC000097376391,O=C(Nc1nnn[nH]1)c1ncc(Br)cc1Br,4.238900025,3.831400023
ZINC000001084287,O=C1NC(=S)S/C1=C/c1ccccc1Sc1ccccc1,3.047600018,2.630600016
ZINC000097399207,O=C(/C=C\Sc1nc(-c2ccccc2)cs1)c1ccccc1,3.523400021,3.065500018
ZINC000097399298,Cc1ccc(C(=O)/C=C\Oc2ccc3ccccc3c2)cc1,3.652400022,3.223500019
ZINC000097411227,N#Cc1cnc2c(/N=N\c3ccccc3Cl)c(N)nn2c1-c1nc2ccccc2s1,2.570300015,2.177200013
ZINC000097472369,S=C/C(=C1\SC(c2ccccc2)=NN1c1ccccc1)c1ccccc1,2.119000013,1.71910001
ZINC000097515145,CC(=O)c1ccc(-c2nc(N)nc3[nH]ncc32)cc1,3.623000022,3.146200019
ZINC000097758615,CCOC(=O)c1ncsc1-n1c(C)ccc1C,4.008800024,3.860300023
ZINC000097938473,CC(=O)c1ccc(NC(=O)c2c[nH]c3ncccc23)cc1,3.744900022,3.535600021
ZINC000097945361,COc1cc(NS(=O)(=O)c2ccc(NC(=S)Nc3ccc(S(N)(=O)=O)cc3)cc2)nc(OC)n1,3.249300019,2.822000017
ZINC000097948272,COc1cccc(OC)c1C(=O)NC(=S)Nc1ccc2oc(-c3cc(-c4ccccc4)nc4ccccc43)nc2c1,3.140500019,2.866200017
ZINC000097950377,COc1ccc(C2c3c(=O)oc4ccccc4c3Oc3c4ccccc4oc(=O)c32)cc1Cn1cc([N+](=O)[O-])cn1,3.474100021,3.175700019
ZINC000097960211,CC(C)c1ccc(/C=C/C(=O)NC(=S)Nc2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)cc1,3.088800018,2.847000017
ZINC000097960855,Cc1cc(/C=C2\C(=O)N(c3ccc(C(=O)O)cc3)C(=S)N=C2O)c(C)n1-c1sc2c(c1C#N)CCCC2,2.262500014,1.983400012
ZINC000097961113,COc1cc(/C=C2/C(=O)N(c3cccc(C(=O)O)c3)C(=S)N=C2O)c(Br)cc1OCC(=O)O,2.261900014,1.987700012
ZINC000097961136,O=C1c2ccccc2S(=O)(=O)c2ccc(-c3nn4c(nnc4-c4ccccc4Br)s3)cc21,3.40950002,2.950500018
ZINC000097961286,O=C(O)c1cccc(Nc2nc3ccc(Br)cc3c(-c3ccccc3)c2-c2cc(-c3ccccc3)c3cc(Br)ccc3n2)c1,3.37990002,2.951400018
ZINC000001085880,COC(=O)c1[nH]nc(C(=O)c2nc(Cl)ccc2Cl)c1C(=O)OC,3.35570002,2.866100017
ZINC000097963040,CC(=O)c1ccc(NC(=O)/C(=C/c2ccc(OS(=O)(=O)c3ccc(C)cc3)cc2)NC(=O)c2ccccc2Cl)cc1,3.714200022,3.235400019
ZINC000097966740,CCCCCCC(=O)NCCc1c(/C=C2\C(=O)N(c3cccc4ccccc43)C(=S)N=C2O)[nH]c2ccccc21,2.176000013,1.70230001
ZINC000097967071,Cc1ccccc1Nc1nc2ccc(Br)cc2c(-c2ccccc2)c1-c1cc(-c2ccccc2)c2cc(Br)ccc2n1,3.27490002,2.897100017
ZINC000097968119,Cc1cc(/C=C2\C(=O)N(c3cccc(Cl)c3Cl)C(=S)N=C2O)c(C)n1-c1ccc2ncccc2c1,2.498900015,2.079100012
ZINC000001086636,O=C(/C=C/C(=O)N1c2ccccc2Sc2ccccc21)c1ccccc1,3.29890002,2.863600017
ZINC000097980249,CC[C@@H]1CS/C(=N/c2ccc(C(C)=O)cc2)N1C(=O)c1cccc(S(=O)(=O)N(CC)c2ccccc2)c1,3.721000022,3.242700019
ZINC000097981253,Nc1cc(S(=O)(=O)/N=C2\CCCCCN2)ccc1OC(=O)c1ccc(S(=O)(=O)N2CCOCC2)cc1,4.018900024,3.548800021
ZINC000097981293,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=S)Nc1ccc(C)c(S(=O)(=O)Nc2ccc(Cl)cc2)c1,3.937700024,3.576700021
ZINC000097981338,COc1cccc(NC(=S)Nc2ccc(NC(=O)c3ccc(NC(=S)Nc4cccc(OC)c4)cc3)cc2)c1,3.771200023,3.38570002
ZINC000097981347,COc1ccccc1NS(=O)(=O)c1cc(NC(=S)Nc2ccc(Oc3ccccc3)cc2)ccc1Cl,3.945100024,3.542000021
ZINC000097982329,COc1ccc(NS(=O)(=O)c2cccc(NC(=S)NC(=O)c3cccc(S(=O)(=O)N(C)C)c3)c2)cc1,3.426900021,2.932200018
ZINC000097982331,Cc1onc(-c2ccccc2Cl)c1C(=O)NC(=S)Nc1cc(S(=O)(=O)N2CCCC2)ccc1Cl,3.503300021,3.050300018
