ID,SMILES,E(S1),E(T1)
ZINC000004480027,O=C(/C=C/n1c(=O)oc2ccccc21)c1ccccc1,3.585000021,3.161000019
ZINC000000180574,O=C(NC(=S)Nc1cccnc1)c1cc2ccccc2o1,3.446500021,2.978700018
ZINC000004480612,O=C(Oc1cc(Cl)ccc1Cl)c1ccc(/C=N/c2ccc3c4c(cccc42)CC3)cc1,3.29950002,2.903500017
ZINC000004481415,N=C1[C@@H](C(N)=O)SC(=S)N1/N=C(\N)S,3.051600018,2.752400016
ZINC000004486138,CN1C(=O)/C(=C\c2ccc(C(=O)Nc3ccccn3)cc2)SC1=S,3.014200018,3.702400022
ZINC000004498733,Cc1cc(C)c(C(=O)c2ccc(C(=O)Nc3ccc4ccccc4n3)cc2)c(C)c1,3.42350002,2.945200018
ZINC000004506266,CCOC(=O)[C@@H]1SC(=S)N(n2cnnc2)C1=N,3.190400019,3.37590002
ZINC000004508846,O=C(Oc1ccccc1C=C1C(=O)c2ccccc2C1=O)c1ccccc1,3.241900019,2.810300017
ZINC000004512021,Cn1nc(/C=C/c2ccccc2)[n+]([O-])c2c(=O)n(C)c(=O)nc1-2,2.814400017,3.117300019
ZINC000004512205,COc1cc2ccnc(C(=O)c3cc(OC)c(OC)cc3NC(C)=O)c2cc1OC,3.35200002,2.888100017
ZINC000004516861,CC(=O)c1ccc(NC(=O)c2cn(CCC#N)nc2-c2cc3ccccc3o2)cc1,3.736000022,3.250700019
ZINC000004517642,COc1ccccc1NS(=O)(=O)c1ccc2c(c1)C(=O)c1ccc(S(=O)(=O)Nc3ccccc3OC)cc1C2=O,3.140700019,2.714700016
ZINC000004517740,CS(=O)(=O)c1ccccc1C(=O)Nc1cccc2c1C(=O)NC2=O,4.050800024,3.583100021
ZINC000000182362,Cc1cc(C)nc(N2CC(=O)N(C)C2=N)n1,4.711000028,4.228600025
ZINC000004517772,CS(=O)(=O)c1ccccc1C(=O)Nc1cccc([N+](=O)[O-])c1,3.38940002,3.40320002
ZINC000004518051,Cc1cc(NC(=O)c2ccc(S(C)(=O)=O)cc2)no1,4.380300026,3.886600023
ZINC000004518357,CNC(=S)c1c(-c2ccccc2)c2c3n(c(COc4ccccc4)nn13)CCCC2,3.130100019,2.865200017
ZINC000004520602,O=C(C(=O)N1CC(=O)Nc2ccccc21)c1c[nH]c2ccccc12,3.256200019,2.777800017
ZINC000004521086,CC(=O)Nc1ccc(S(=O)(=O)N=[N+]=[N-])cc1,4.104400025,3.743000022
ZINC000004522215,O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)Nc1ccccc1,3.176300019,2.771200017
ZINC000004525230,O=C1c2ccccc2C(=O)N1c1cc(-c2c[nH]c3ccccc23)n(-c2ccccc2)n1,3.933900024,3.453400021
ZINC000004531805,CC(=O)Nc1ccc(C(=O)/C=C\c2ccccn2)cc1,3.39080002,2.948500018
ZINC000004531824,CC(=O)Nc1cccc(C(=O)/C=C\c2ccncc2)c1,3.38990002,2.960100018
ZINC000004532198,[N-]=[N+]=C1c2ccccc2NC1=O,2.462600015,2.172500013
ZINC000004532211,C(=N\N=C/c1cccnc1)\c1cccnc1,3.647000022,3.153300019
ZINC000000185266,O=C1c2ccccc2-c2nc3ncnn3c(-c3ccccc3)c21,3.26630002,2.836700017
ZINC000004535104,COc1ccc2nc(/N=N/c3ccc4c(c3O)C(=O)C=CC4=O)sc2c1,1.911100011,3.183500019
ZINC000004542543,O=C(O)c1ccccc1C(=O)Nc1ccccc1C(=O)c1ccccc1,3.782300023,3.532200021
ZINC000000186159,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C)n1,4.866500029,4.377800026
ZINC000004543175,Cc1nn(C)c2[nH]c3ccccc3c(=O)c12,4.093400024,3.657600022
ZINC000004543694,C=CCNC(=S)/N=C(\Nc1ccc(Cl)cc1)Nc1nc(C)cc(C)n1,3.575600021,3.119400019
ZINC000004550728,C/C(=N\OC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,3.492600021,3.012800018
ZINC000000186507,O=C1c2ccccc2-c2nc3ncccc3nc21,2.786700017,2.345500014
ZINC000004551687,C=CCN1C(=O)/C(=C2\c3ccccc3NC2=S)SC1=S,1.73860001,1.294800008
ZINC000004551921,c1ccc(/N=N/Nc2nc(N/N=N/c3ccccc3)nc(N/N=N/c3ccccc3)n2)cc1,3.29290002,2.868100017
ZINC000004551992,c1ccc(Sc2c(Sc3ccccc3)c(Sc3ccccc3)c(Sc3ccccc3)c(Sc3ccccc3)c2Sc2ccccc2)cc1,3.096900019,3.031200018
ZINC000004553637,O=C(Oc1ccccc1N1C(=O)c2ccccc2C1=O)c1cccs1,4.001000024,3.546600021
ZINC000004553638,O=C(Oc1ccc(N2C(=O)c3ccccc3C2=O)cc1)c1cccs1,4.007300024,3.523100021
ZINC000004557220,S=C(Nc1ccccc1)c1ccccn1,2.811700017,2.439600015
ZINC000000186770,Cc1ccc(NS(=O)(=O)NC(=O)Nc2nc(C)cc(C)n2)nc1,4.812900029,4.420400026
ZINC000004558199,O=[N+]([O-])c1ccc(C2=NCN=N2)cc1,3.32850002,4.232100025
ZINC000004563701,Cc1ccc(N(C)C(=O)C(=O)c2cc3c(s2)c2ccccc2oc3=O)cc1C,3.003500018,2.578000015
ZINC000004567224,CSC(=S)N/N=C(\C)c1ccncn1,2.871600017,2.622000016
ZINC000000187219,CC(=O)c1n[nH]nc1NC(=O)c1ccccc1,3.964600024,3.508800021
ZINC000004568230,CCc1cc2c(cc1OC(C)=O)C(=O)c1ccccc1C2=O,3.181100019,3.032200018
ZINC000004577828,O=C1c2ccccc2C(=O)c2c(Sc3nc4ccccc4s3)cccc21,2.921600017,2.542200015
ZINC000004584567,Cc1nnsc1C(=O)Nc1ccc(/N=N/c2ccccc2)cc1,2.243400013,2.954700018
ZINC000004585660,CC(=O)c1ccc(C(=O)Nc2nnc(-c3cccc(S(C)(=O)=O)c3)o2)cc1,3.578800021,3.100600019
ZINC000004585686,CC(=O)c1ccc(C(=O)Nc2nnc(-c3ccc(S(C)(=O)=O)cc3)o2)cc1,3.581500021,3.103400019
ZINC000004591808,Cc1cc(C)n(-c2nc(C)cc(N/N=C/c3ccccc3[N+](=O)[O-])n2)n1,3.27930002,3.616400022
ZINC000004593143,O=C(Oc1ccccc1N1C(=O)c2ccccc2C1=O)c1ccccc1F,4.066300024,3.663100022
ZINC000004599246,Cc1nc(=S)sn1-c1nc(Nc2ccccc2)nc(Nc2ccccc2)n1,2.649400016,2.176200013
ZINC000004603066,O=C1c2cnc3ccc4ccccc4c3c2CC/C1=C\c1ccc2c(c1)OCO2,3.38180002,2.926700018
ZINC000004615348,C=CCc1ccccc1OS(=O)(=O)c1ccc(N2C(=O)C=CC2=O)cc1,3.673400022,3.259300019
ZINC000004619409,CCn1cc(C(=O)NC(=S)Nc2ccccc2[N+](=O)[O-])cn1,3.29440002,2.996100018
ZINC000004623572,c1ccc(-c2nc(-c3ccncc3)cc(-c3ccccn3)n2)cc1,3.998500024,3.530400021
ZINC000004626802,O=C(O)c1cc(=O)c2c([nH]1)C(=O)C=C(O)C2=O,2.585000015,3.166300019
ZINC000004631095,Cc1ccnc(NC(=O)c2cccc(NC(=O)c3cccnc3)c2)c1,4.246100025,3.771200023
ZINC000004642950,N=C(N)SC1=C(Cl)C(=O)c2ccccc2C1=O,2.768500017,2.325100014
ZINC000004644645,O=C1/C(=C/c2ccncc2)CC/C1=C\c1ccncc1,3.036200018,2.628800016
ZINC000004648834,N#Cc1c(S)nc2c(c1-c1cccs1)-c1ccccc1C2=O,2.905400017,2.460300015
ZINC000004659151,O=C(/C=C/c1ccccc1)Oc1cccc2c1C(=O)c1ccccc1C2=O,3.119100019,2.704400016
ZINC000004659160,CCCC(=O)Nc1ccccc1C(=O)Oc1cccc2c1C(=O)c1ccccc1C2=O,3.136100019,2.713500016
ZINC000004659169,Cc1ccccc1C(=O)Oc1cccc2c1C(=O)c1ccccc1C2=O,3.110100019,2.692100016
ZINC000000189179,O=C(Nc1nc2ccccc2s1)c1cc(=O)c2ccccc2o1,3.584000021,3.091000018
ZINC000004659192,CS(=O)(=O)Oc1cccc2c1C(=O)c1ccccc1C2=O,3.137300019,2.720000016
ZINC000004661756,O=C1C=C(Nc2cccc3cc(S(=O)(=O)O)ccc32)c2ccccc2C1=O,2.295500014,1.868800011
ZINC000004663163,O=C(/C=C/c1ccccn1)c1ccc(NC(=O)c2ccco2)cc1,3.38470002,2.942100018
ZINC000004663579,Cc1cc(O)c(C(=O)/C=C/c2ccncc2)c(=O)o1,3.206300019,2.789700017
ZINC000004663896,O=[N+]([O-])c1ccc(-c2nc3c(n2O)CCc2c-3no[n+]2[O-])cc1,3.35140002,3.043100018
ZINC000004666457,CS(=O)(=O)Oc1ccc(Sc2ccc(OS(C)(=O)=O)cc2)cc1,4.708500028,4.227800025
ZINC000004666716,O=C(Nc1ccccc1NC(=O)c1csnn1)c1csnn1,4.068800024,3.798800023
ZINC000004666816,Cc1c2cccc-2n2ccccc2c1C,2.918100017,2.463600015
ZINC000004670700,Nc1nc(NC(=S)Nc2ccccc2)cc(=O)[nH]1,3.705600022,3.222500019
ZINC000004670949,O=C(C1=NN(c2ccccc2)C(=C2C(=O)c3ccccc3C2=O)S1)c1ccccc1,3.448500021,3.222500019
ZINC000004671290,O=C(Sc1ccccc1)c1ccccc1C(=O)Sc1ccccc1,3.886100023,3.463200021
ZINC000000189786,O=C(NC(=S)n1cnc2ccccc21)c1ccco1,2.813000017,2.524700015
ZINC000004674077,O=C1NC(=S)N=C(O)/C1=C/c1cn(Cc2ccc([N+](=O)[O-])cc2)c2ccccc12,2.431300015,3.470800021
ZINC000004683072,O=S(=O)(O)c1c(/N=N/c2c(O)ccc3ccccc32)ccc2ccccc21,2.208300013,3.006700018
ZINC000004693424,O=C1/C(=C/c2cccc3ccccc23)CC/C1=C\c1cccc2ccccc12,2.963200018,2.464500015
ZINC000004696518,O=C(/C(=N\O)n1cncn1)c1ccccc1Cl,3.659100022,3.170600019
ZINC000004697557,O=C(O/N=C1\Cc2ccccc2C1=O)c1cccs1,2.936000018,2.475300015
ZINC000000190515,CC(=O)Nc1nc2ccc(N3C(=O)c4ccccc4C3=O)cc2s1,3.720500022,3.27410002
ZINC000004698678,CCOC(=O)/C=C/C(=O)NC(=S)Nc1sc(C)c(C)c1C(N)=O,2.994300018,2.734000016
ZINC000004700691,CCCn1nnc(N(C(=O)c2ccccc2C)C(=O)c2ccccc2C)n1,4.256400025,3.761600023
ZINC000004701601,C/C(=N\c1cccc2ccc(S(=O)(=O)O)cc21)c1cc2ccccc2oc1=O,3.39250002,2.904600017
ZINC000004705029,CCN1C(=O)/C(=N/O)SC1=S,2.998000018,2.678200016
ZINC000004706531,O=C(O)c1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1,3.619200022,3.233400019
ZINC000004709804,CCOC(=O)c1ccc2c(c1)CC/C(=C\c1cccc(Oc3ccccc3)c1)C2=O,3.38200002,2.926000018
ZINC000004709883,Cc1cc(/C=N\Nc2ccc([N+](=O)[O-])cc2)c2c(C)ccc(C(C)C)cc1-2,2.275200014,1.931200012
ZINC000000191421,O=C1NC(=S)N=C(O)/C1=C\c1cccn1-c1ccc([N+](=O)[O-])cc1,2.316200014,1.854200011
ZINC000000191770,CN(/C=C/C(=O)c1ccccc1)S(=O)(=O)c1ccccc1,3.670600022,3.197400019
ZINC000004713053,CC(=O)Nc1ccc2c(c1)C(=O)c1ccc(NC(C)=O)cc1C2=O,3.240200019,2.819300017
ZINC000004713571,Cc1cc(C)n(C(=O)c2ccccc2C(=O)O)n1,4.466800027,3.976300024
ZINC000004717876,Cc1cccc(NC(=O)c2ccccc2NC(=O)C(=O)c2c[nH]c3ccccc23)c1,3.30930002,2.854000017
ZINC000004718314,O=C1/C(=C/c2ccccn2)CC/C1=C\c1ccccn1,3.107300019,2.688800016
ZINC000004718908,Cc1ccc(O)c(/[N+]([O-])=N/c2ccccc2/N=N/c2c(O)ccc3ccccc32)c1,2.544900015,3.36800002
ZINC000004719235,O=C1C=C(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c2ccccc2C1=O,2.263000014,1.830400011
ZINC000004721997,Cc1ccc2sc(NC(=O)Cn3cnc([N+](=O)[O-])n3)nc2c1,3.255300019,3.537200021
ZINC000004724008,Cc1sc(NC(=S)NC(=O)/C=C/c2cccs2)c(C(N)=O)c1C,3.100600019,2.739300016
ZINC000004724027,CCNC(=S)/N=C(\Nc1nc(C)cc(C)n1)NC1CCCC1,3.781800023,3.31880002
ZINC000004725120,O=C(Nc1ccc2c(c1)oc1ccccc12)c1ccc(C(=O)c2ccccc2)cc1,3.528500021,3.31880002
ZINC000004729566,C1Cc2nonc2/C(=N/N=C2\CCCc3nonc32)C1,3.29690002,2.857100017
ZINC000000193153,O=C(Oc1ccc(C(=S)N2CCCCC2)cc1)c1ccccc1,3.143500019,2.709900016
ZINC000000193160,O=C(Oc1cccc(C(=S)N2CCOCC2)c1)c1ccccc1,3.166200019,2.719300016
ZINC000000193167,O=C(Oc1ccccc1C(=S)N1CCOCC1)c1ccccc1,3.119100019,2.662800016
ZINC000004739686,CN1C(=O)/C(=C/c2cccn2-c2ccc3ccccc3c2)C(O)=NC1=S,2.444600015,1.970400012
ZINC000004739762,CC(=O)c1ccc(NC(=O)NC(=S)c2cccnc2)cc1,3.094000019,2.734600016
ZINC000004741318,CC1(C)CC(=O)C=C(Nc2ccccc2NC(=O)Nc2ccccc2)C1,3.738200022,3.27430002
ZINC000000193303,COc1ccccc1NC(=O)c1ccc2c(c1)-c1ccccc1C2=O,3.186100019,2.741700016
ZINC000004742522,CCOC(=O)C(=[N+]=[N-])C(=O)c1ccco1,3.248700019,3.056200018
ZINC000004742524,CCOC(=O)C(=[N+]=[N-])C(=O)c1cc2ccccc2oc1=O,3.135200019,2.779100017
ZINC000004742614,S=C1N=C2C=CC=CN2C(=S)N=C2C=CC=CN21,2.788100017,2.366000014
ZINC000004743391,O=C(Nc1nonc1N1C(=O)c2ccccc2C1=O)Nc1ccccc1,4.118700025,3.706600022
ZINC000004743424,O=C(Nc1nonc1N1C(=O)c2ccccc2C1=O)c1ccco1,4.073400024,3.646200022
ZINC000004746971,CCc1ccc(C(=O)NC(=S)Nc2ccccc2-c2nc3ccccc3o2)cc1,3.442300021,3.138700019
ZINC000004748410,O=CNc1ccc2c(c1)C(=O)c1ccccc1C2=O,3.205200019,2.779600017
ZINC000004748503,Nc1ncnc2c1ncn2/C=C/C(=O)c1ccccc1,3.541700021,3.117100019
ZINC000004748756,O=C(/C=C(/c1ccccc1)n1cncn1)c1ccccc1,3.578300021,3.078700018
ZINC000004749999,COc1ccccc1C(=O)Nc1sccc1C(=O)Nc1ccc([N+](=O)[O-])cc1,3.39970002,3.464200021
ZINC000000041686,O=C1Nc2ccccc2/C1=N/N=C/c1ccc([N+](=O)[O-])cc1,2.874300017,2.534700015
ZINC000004751435,CC(=O)N1CC(=O)Oc2ccc(C)cc2N(C(C)=O)C1=S,3.152900019,3.602500022
ZINC000004751993,[N-]=[N+]=CC(=O)c1ccnc(C(=O)C=[N+]=[N-])c1,2.748500016,2.407100014
ZINC000004754000,CCN(CC)c1nc(-n2cccc2)nc(-n2nnc(C(C)=O)c2C)n1,3.769000023,3.30730002
ZINC000004754869,O=C(/C=C/c1ccccc1OC(=O)c1cc2ccccc2oc1=O)c1ccccc1,3.42290002,2.931500018
ZINC000004755474,CC(=O)N/C(=C/c1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc(C)cc1,3.36190002,2.931500018
ZINC000004761570,CC(=O)c1ccc(C(=O)Nc2cccc3ccccc32)cc1,3.617900022,3.134600019
ZINC000004762462,CC(C)/C=C1\CC/C(=C\c2ccncc2)C1=O,3.066600018,2.669300016
ZINC000004762465,CC(C)/C=C1\CC/C(=C\c2cccnc2)C1=O,3.224900019,2.793800017
ZINC000004768996,O=C1c2ccccc2C(=O)c2c3ccccc3c3ccccc3c21,2.881300017,2.396000014
ZINC000004769401,N=C(NC(N)=S)NC(=O)c1ccccc1,3.833800023,3.34650002
ZINC000004771084,CC(=O)c1nnn(-c2nonc2-c2noc(C)n2)c1C,3.839300023,3.35350002
ZINC000004771299,O=C(/C=C\c1ccccc1)NC(=S)Nc1ncccn1,2.871600017,2.613700016
ZINC000004771723,CCC(=O)NC(=O)c1c(NC(=O)CC)onc1-c1ccsc1,4.341900026,3.906800023
ZINC000004772717,CC(=O)c1ccc(NC(=O)c2n[nH]c(-n3cnnc3)n2)cc1,3.725500022,3.245700019
ZINC000004773697,CCOP(=O)(NC(=S)Nc1ccccc1NC(=S)NP(=O)(OCC)OCC)OCC,3.630000022,3.243200019
ZINC000004783235,O=C1c2ccc(S(=O)(=O)O)cc2C(=O)c2cc(S(=O)(=O)O)ccc21,3.120500019,2.685000016
ZINC000004784620,CCC(=O)c1cc(C)c(O)c(Sc2cccc3cccnc32)c1,3.755100022,3.32260002
ZINC000004785498,CN1C(=O)C(=[N+]=[N-])/C(=N/N=C/c2ccc(Br)cc2)N(C)C1=O,2.992100018,2.670200016
ZINC000004787000,Cc1ccc(N=N)c(C(=O)O)c1,2.524300015,3.152000019
ZINC000004789239,Cc1ccccc1Nc1c(-c2ccc(N(C)C)cc2)nc2scc(-c3ccccn3)n21,3.34330002,3.073800018
ZINC000000198353,O=c1c2nc3ccccc3n2c(=O)n2c3ccccc3nc12,3.142700019,2.644200016
ZINC000004792033,O=C(Nc1cccc2c1C(=O)c1cccc(NC(=O)c3ccccc3)c1C2=O)c1ccccc1,3.045000018,2.611000016
ZINC000004793464,O=C(/C=C/c1ccccn1)c1ccc(NC(=O)c2cccs2)cc1,3.38580002,2.940500018
ZINC000004795484,Cc1c/c(=N/N2C(=N)CSC2=S)nc(N[C@H](O)C(Cl)(Cl)Cl)[nH]1,3.26140002,2.972400018
ZINC000000198428,O=C(Nc1ccccc1)Nc1ccc2c(c1)C(=O)c1ccccc1-2,3.26470002,2.818200017
ZINC000004797671,O=C(/C=C/c1cccnc1)c1ccc(NC(=O)c2ccccc2F)cc1,3.445500021,2.948100018
ZINC000004797946,[N-]=[N+]=CC(=O)/C(=C/c1ccccc1)Oc1ccccc1,2.910000017,2.455300015
ZINC000004798008,CC(=O)c1cccc(NC(=O)/C(=C\c2cccnc2)NC(=O)c2ccccc2)c1,3.700600022,3.211200019
ZINC000004798101,O=C(O)c1ccccc1Nc1ccccn1,4.709100028,4.240400025
ZINC000004798874,O=C(c1ccccc1)c1ccc2oc3ccc(C(=O)c4ccccc4)cc3c2c1,3.620300022,4.240400025
ZINC000004803768,O=C(N=C(c1ccccc1)c1ccccc1)c1cccc(C(=O)N=C(c2ccccc2)c2ccccc2)c1,3.645200022,3.157800019
ZINC000004805763,Cc1cc(C(=O)Nc2nc(C)cc(C)n2)no1,4.283600026,3.834100023
ZINC000004807003,N/C(=N\C(=O)c1ccc(F)cc1)Sc1nc2ccccc2[nH]1,4.061400024,3.613500022
ZINC000004808895,Cc1cc(N2C(=O)c3ccc(C(=O)Nc4nccs4)cc3C2=O)no1,3.898900023,3.479000021
ZINC000004809169,O=C1c2ccccc2C(=O)c2cc(NS(=O)(=O)C(F)(F)F)ccc21,3.194700019,2.767300017
ZINC000004809805,CN1CCc2c(sc3[nH]c(=O)c4c(nc(-c5ccco5)[nH]c4=S)c23)C1,2.810600017,2.544900015
ZINC000000199044,CC(=O)NC(=S)Nc1nc2ccccc2n1C(C)=O,2.964000018,2.701800016
ZINC000004813936,N#Cc1ccc(-c2ccc(/N=N/c3ccc4ccccc4c3O)cc2)cc1,2.128200013,3.101900019
ZINC000004817338,C/C(=N\NC(=S)c1cccnc1)[C@@H]1COc2ccccc2O1,2.962700018,2.524600015
ZINC000004817749,O=C(c1n[nH]c2c1ccc1c2C(=O)c2ccccc2C1=O)c1ccccc1,3.150700019,2.726600016
ZINC000004817776,O=C(C(=O)c1ccccc1)c1n[nH]c2c1ccc1c2C(=O)c2ccccc2C1=O,2.513900015,2.726600016
ZINC000004819967,O=C1c2ccccc2C(=O)c2c3oc4ccccc4c3c(Cl)cc21,3.106100019,2.671100016
ZINC000004820497,CCCCN1C(=O)/C(=C\c2cc(-c3ccc(S(=O)(=O)N(C)C)cc3)nn2-c2ccccc2)SC1=S,3.044400018,2.671100016
ZINC000004825581,O=C(Nc1ccc(Oc2ccc3c(c2)C(=O)NC3=O)cc1)c1ccco1,4.056300024,3.598100022
ZINC000004826905,CCc1noc(C)c1-c1[nH]c2ccccc2c1C(=O)C(=O)N(C)C,3.221700019,2.782000017
ZINC000004827901,O=C1c2ccccc2C(=O)N1c1n[nH]c(-c2cccnc2)n1,4.059500024,3.637700022
ZINC000004827987,Cc1cc(N2C(=O)c3ccc(C(=O)Nc4ccccc4O)cc3C2=O)no1,3.933100024,3.437500021
ZINC000004832806,C/C=C/C=C/C(=O)N1c2ccccc2C(=O)C1=O,2.746500016,2.291900014
ZINC000000202431,O=[N+]([O-])c1ccc(-c2nc(=S)c3c(n2CCO)CCCC3)cc1,2.463900015,2.038500012
ZINC000004833324,O=C(Nc1ccc2c(c1Oc1ccccc1)C(=O)c1ccccc1C2=O)C(F)(F)F,3.116300019,2.684600016
ZINC000004838720,CC(=O)c1cccc(NC(=O)Nc2c(C)n(-c3ccccc3)c(=O)n2C)c1,3.688700022,3.202800019
ZINC000000202792,O=C1c2cccnc2-c2ncccc21,3.100800019,2.682000016
ZINC000004840368,O=C(COc1nc2ccc(-c3cccnc3)nc2o1)c1ccccc1,3.651200022,3.160800019
ZINC000000203003,O=C(O)CN1C(=O)c2cccc(Oc3ccc(Cl)cc3)c2C1=O,4.039700024,3.593200021
ZINC000004842703,N#Cc1ccccc1Sc1ccccc1C(=O)Nc1ccccn1,4.268000026,3.937300024
ZINC000004844965,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc2c(c1)C(=O)c1ccccc1C2=O,3.161300019,2.733600016
ZINC000004853262,CC(=O)c1cccc(NC(=O)/C(=C\c2cccs2)NC(=O)c2ccccc2)c1,3.729600022,3.32700002
ZINC000004854916,CC(=O)c1cccc(NC(=O)/C(=C/c2ccncc2)NC(=O)c2ccccc2)c1,3.693200022,3.441500021
ZINC000004856016,Cc1nn(-c2ccccc2)c2c1cc(C=O)c1nnnn12,3.485700021,2.997400018
ZINC000004858314,CC(=O)c1ccc(NC(=O)c2ccc(-n3cccn3)cc2)cc1,3.736100022,3.752600022
ZINC000004859431,Cc1ccc(C)n1-c1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1,4.97990003,4.516200027
ZINC000004860209,CCn1ccs/c1=N\C(=S)S,3.021500018,2.730800016
ZINC000004864085,CC(=O)c1ccc(-n2c(=O)c3ccccc3[nH]c2=S)cc1,3.678500022,3.26730002
ZINC000004864446,O=c1c2ccccc2[nH]c(=S)n1-c1ccc(Oc2ccccc2)cc1,3.666700022,3.26260002
ZINC000004864447,CCn1c2ccccc2c2cc(-n3c(=O)c4ccccc4[nH]c3=S)ccc21,3.649900022,3.26390002
ZINC000004866079,O=C1c2ccc(C#Cc3ccccc3)cc2-c2cc(C#Cc3ccccc3)ccc21,3.170200019,2.915500017
ZINC000004867870,CN(C)S(=O)(=O)c1cccc(NC(=S)NC(=O)c2cccs2)c1,3.087000018,2.832000017
ZINC000004869480,Cc1ccc(S(=O)(=O)Nc2ccccc2C(=O)C=[N+]=[N-])cc1,2.675300016,2.316200014
ZINC000004879350,CC1=CC(=O)c2[nH]ncc2C1=O,2.993700018,2.541800015
ZINC000004879420,O=C1NC(=S)S/C1=C\c1cn[nH]n1,2.977500018,2.498800015
ZINC000004880084,CCOC(=O)c1c[nH]c2c(c1=O)C(=O)c1ccccc1C2=O,2.522500015,2.194700013
ZINC000004880896,CN(C)S(=O)(=O)c1cccc(NC(=S)Nc2cccnc2)c1,3.800400023,3.40110002
ZINC000004885441,CC(=O)c1cccc(Nc2cnn(C34CC5CC(CC(C5)C3)C4)c(=O)c2Cl)c1,3.685100022,3.543200021
ZINC000004891437,O=C(Oc1ccccc1)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,3.112200019,2.634300016
ZINC000004891928,CC1(C)N=C(c2ccccc2)C(=S)N1C(=O)c1ccccc1,2.440800015,2.130800013
ZINC000004896472,O=C1c2ccccc2C(=O)c2c1cccc2-n1nnc2ccccc21,3.074400018,2.650500016
ZINC000004898274,C[C@H](C(=O)C=[N+]=[N-])N(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,2.849700017,2.517700015
ZINC000004900709,O=C(/C=N/O)c1ccncc1,3.32230002,4.034800024
ZINC000004907154,c1ccc(Sc2ncnc3c4ccccc4oc32)cc1,4.304000026,3.810500023
ZINC000004907844,CN(C)S(=O)(=O)c1ccc(NC(=O)C(=O)Nc2ccc3c(c2)OCCO3)cc1,4.220600025,3.733300022
ZINC000004915403,O=C1c2ccccc2C(=O)N1c1cccnc1,3.962800024,3.573900021
ZINC000004916429,CN1C(=O)C(=[N+]=[N-])C(=O)N(C)C1=O,3.157000019,2.878800017
ZINC000000207348,O=C1C=CC(=NS(=O)(=O)c2cccs2)C=C1,2.589400015,2.143200013
ZINC000004934459,COc1c([N+](=O)[O-])cc(N=O)c(C)c1[N+](=O)[O-],0.935200006,3.565400021
ZINC000004938654,Cc1n[nH]c(Nc2ccc(S(N)(=O)=O)cc2)nc1=O,3.960900024,3.472700021
ZINC000004938921,CC(=O)c1cccc(NC(=O)c2cc3c(c4ccccc4n(C)c3=O)n2C)c1,3.690200022,3.204100019
ZINC000004939932,COc1ccc2cc3c(N)nn(C(=O)c4ccc([N+](=O)[O-])c(C)c4)c3nc2c1,3.29770002,3.204100019
ZINC000004945771,CCOC(=O)C(=[N+]=[N-])C(=O)c1ccc2oc(=O)oc2c1,3.257200019,2.938200018
ZINC000004946649,[N-]=[N+]=NC[C@@H]1O[C@H](n2cnc3c2ncnc3NC=O)C[C@@H]1C(=O)O,3.870600023,3.795200023
ZINC000004946920,Cc1cc(C)c(C(=O)/C=C/c2ccncc2)c(=O)[nH]1,3.28720002,2.790400017
ZINC000004947417,CC(=O)Nc1ccc2cccccc1-2,2.511800015,2.166800013
ZINC000004948420,O=C(/C=C/c1cccnc1)c1ccc(C(=O)/C=C/c2cccnc2)cc1,3.34640002,2.861300017
ZINC000004949914,CC(=O)c1ccc(C(=O)Nc2ccc(-c3nc4ccccc4s3)cc2)cc1,3.608900022,3.129600019
ZINC000004950037,O=C(Nc1nncs1)c1ccc2c(c1Cl)C(=O)c1ccccc1C2=O,3.020400018,2.598300016
ZINC000004950461,CCN1C(=O)/C(=C\c2cccc3c2-c2ccccc2C3=O)SC1=S,3.068700018,2.661200016
ZINC000004951445,[N-]=[N+]=NS(=O)(=O)c1cccc(C(=O)O)c1,4.153000025,3.795200023
ZINC000004952695,Cc1nc(C(=O)c2ccccc2C(F)(F)F)cc2c3ccccc3[nH]c21,3.605700022,3.119500019
ZINC000000209483,O=C(Nc1cccc(F)c1)c1ccccc1C(=O)c1ncc[nH]1,3.615300022,3.192500019
ZINC000004953567,O=C(O/N=C1\CCc2nonc2C1=O)C(F)(F)F,2.907600017,3.551800021
ZINC000004954849,CC(=O)c1ccc(NC(=O)/C(=C\c2cccs2)NC(=O)c2ccco2)cc1,3.726500022,3.26810002
ZINC000004956483,O=[N+]([O-])c1ccc(N/N=C/c2ccc(C#Cc3ccccc3)cc2)cc1,3.40780002,3.059100018
ZINC000004957484,CC(=O)Oc1cccc2c1C(=O)c1ccccc1C2=O,3.144500019,2.729000016
ZINC000004963426,Cc1cc(N(c2ccc([N+](=O)[O-])cc2)S(C)(=O)=O)c(C)cc1C=O,3.38260002,3.126600019
