ID,SMILES,E(S1),E(T1)
ABAKAR,N#CC1=C(SC2=C1CCN(Cc1ccccc1)C2)N=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.641900022,3.208500019
ABAROL,C1CC2=C(S1)SC(S2)=C1SC2=C(CSC2)S1,2.881200017,2.676600016
ABAWAE,CN(C)c1ccc(cc1)C1=C(c2ccc(cc2)C#N)C(C#N)(C#N)C2=C(O1)c1ccccc1C2=O,3.246100019,2.769800017
ABEFAP,COc1ccc(cc1)C(=O)NC(=S)Nc1ccccc1OC,3.582200021,3.178300019
ABEQOO,Cc1c(O)cc2C(=O)C3(CC4C(C)(O)CCC(Cl)C4(C)C)OC(C)(C)C(Cl)CC3(Cl)C(=O)c2c1O,3.37180002,2.951600018
ABIYOC,CC1=C2N(CC(=C(I)C2(c2ccccc2)c2ccccc2)I)c2ccccc12,4.022300024,3.629500022
ABIZAP01,O=C1N2CC3=C(SC=C3)c3cccc(C1=O)c23,2.742000016,2.331400014
ABIZOD,CN(C)c1ccc(Br)c2N(CC3=C(Br)SC=C3)C(=O)C(=O)c12,2.929500018,2.491100015
ABODUR,CCN(CC)C1=CC=CC=CC1=C1C(=O)N(C)C(=O)N(C)C1=O,2.886700017,2.407400014
ABOFUT,COc1ccc(cc1C1C(C(ON1c1ccccc1)c1ccc(C)cc1)C(=O)c1ccccc1)C(C)(C)c1ccccc1,3.722200022,3.31170002
ABOKIN,CCN1c2ccc(cc2Sc2cc(ccc12)C(=O)C=C(O)c1ccccc1)C(=O)C=C(O)c1ccccc1,2.818300017,2.340400014
ABONOW,Cc1cc(C)c(N=P(C)(c2ccccc2)c2cccc3c2Oc2ccccc32)c(C)c1,4.076300024,3.650800022
ABTBTR,CN(C)C(=C=C=S)C(C)(C)C,2.007600012,1.789500011
ABUQOF,COCOc1ccc2C(c3ccccc3C(C)=O)C3(C=CC(=O)c4c(OC)cccc34)c3ccc(OC)c1c23,3.31960002,2.891400017
ACAPIE,Cc1ccc(NC(=S)NC(=O)c2ccccc2F)cc1,3.441200021,3.023500018
ACEFOG,CC(=O)Oc1ccc2c(Oc3c4CCCN5CCCc(cc3C32c2ccccc2C(=O)C3=[N+]=[N-])c45)c1,2.960700018,2.696600016
ACEFUM,CC(=O)Oc1ccc2c(Oc3c4CCCN5CCCc(cc3C32c2ccccc2C(=O)C23N=N2)c45)c1,3.515300021,3.150700019
ACEVUA,COc1ccc(cc1)C(=O)NC(=S)Nc1ccccc1Cl,3.510700021,3.133000019
ACEWAH,COc1ccccc1N=C1c2ccccc2c2ccccc12,3.185900019,2.820300017
ACEZIS,COc1ccc(cc1)C(=O)NC(=S)Nc1ccccc1Br,3.494900021,3.111200019
ACICEU,CCCOC12C(=O)C=Cc3cccc(Oc4ccc5ccccc5c14)c23,3.35010002,2.923800017
ACIGRA,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(OC(C)=O)c3c(C4CC(OC(=O)CI)C3(OC(C)=O)C(C)O4)c(OC(C)=O)c1C2=O,2.873100017,2.472000015
ACIJEC,[NH3+]C(CCC(=O)[O-])C=C,3.641300022,3.623400022
ACIVIS,COc1ccccc1C=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.068500018,2.970700018
ACIWOZ,S=C(Nc1ccccc1)Nc1ccccc1NC(=S)Nc1ccccc1,3.717300022,3.39990002
ACNAQU01,O=C1C(=O)c2cccc3cccc1c23,2.384200014,1.988300012
ACOQIS,CC1(C)OC2C(OC(C2O1)N1C=Nc2c(N)ncnc12)C=CCN1C(=O)c2ccccc2C1=O,4.139100025,3.773700023
ACROEY,ClC(=O)[C-]([n+]1c2ccccc2c(Cl)c2ccccc12)S(Cl)=O,2.259600014,2.067300012
ACUYAA,CN1C(C(C(=O)c2ccccc2)c2ccccc12)c1ccccc1,3.771300023,3.35550002
ACUYII,CN1C(C(C(=O)c2ccccc2)c2cc(ccc12)C#N)c1ccccc1,3.580800021,3.150400019
ACUYOO,CN1C(c2ccccc2)C(C(=O)c2ccccc2)(C(=O)c2ccc(C)cc2)c2ccccc12,3.41520002,3.111800019
ADAHET,Nc1ccc2C(=S)NC(=S)Nc2c1,2.921000017,2.493300015
ADDHMP,CCC(=O)C12C(C(C)C(=O)c3c(O)cc(Cl)c(OC(C)=O)c13)C(=O)C(=CC2=O)Cl,3.26460002,2.843600017
ADEBER,Cc1cccc(C)c1N=C(C)C(=Nc1c(C)cccc1C)C(=Nc1c(C)cccc1C)C(C)=Nc1c(C)cccc1C,3.39240002,2.989100018
ADIVIT,N#Cc1nc2nc3ccccc3nc2nc1C#N,2.761600017,2.296600014
ADUJOY,COC(=O)Cc1c(OC)ccc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(OC)c(C=C)cc1C2(C)C,4.105500025,3.606800022
ADUJUE,COC(=O)Cc1c(O)ccc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(O[Si](C)(C)C(C)(C)C)ccc1C2(C)C,4.081400024,3.715100022
ADUKEP,COC(=O)Cc1c(OC)c(Br)cc2c1Oc1c(CN3C(=O)c4ccccc4C3=O)c(OC)c(CC#N)cc1C2(C)C,4.248100025,3.830000023
ADUYUU,CC(=NNC(N)=NC(=S)Nc1ccccc1)c1ccccc1,3.507100021,3.161400019
AENLAN10,CC(C)CCCC(C)C1CCC2(C)c3c4SSc4c4c(CCC(OC(C)=O)C4(C)C)c3C=CC12C,2.952800018,2.499700015
AEPCNQ10,CCN(CCN(C(C)=O)C1=C(Cl)C(=O)c2ccccc2C1=O)c1ccccc1,2.787200017,2.385600014
AEPHOS03,[NH3+]CCOP(O)(=O)[O-],3.39450002,3.38450002
AFALEB,CCCN1C=Nc2c1nc(nc2N1C=Cc2ccccc12)c1ccc(C=O)cc1,3.588300021,3.134000019
AFAMUS,C[N+]1=C(O)C(=C(C)N1)C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,4.568100027,4.260200025
AFANAZ,CN1[N+](=C(O)C(=C1C)C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)c1ccccc1,4.372900026,4.028000024
AFAZEM,[NH3+]c1ccc(cc1)S(=O)(=O)[O-],3.34780002,3.248800019
AFAZOZ,CC1=C(C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C=[N+](N1)c1ccccc1,3.816900023,3.760400022
AFEBAR,CC1=[NH+]N(C(=C1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)O)c1ccc(Cl)cc1,3.958700024,3.739500022
AFEJIG,CCc1ccc(cc1)c1nc2ccccc2c2C(=O)N(C(=S)c12)c1ccccc1,2.217900013,1.911300011
AFERAH,OP(O)(=O)C[NH+](CCCCCC[NH+](CP(O)(O)=O)CP(O)(=O)[O-])CP(O)(=O)[O-],5.298900032,5.235400031
AFICOK,Clc1ccccc1C1C2CSCN2C2(C(=O)c3cccc4cccc2c34)C21CCc1nc(ccc1C2=O)c1ccccc1,2.995100018,2.675600016
AFICUQ,CN1CC(c2ccc(Cl)cc2Cl)C2(CCc3nc(ccc3C2=O)c2ccccc2)C21C(=O)Nc1ccccc21,3.571200021,3.192400019
AFIFUR,S=C1N=C(N=C2SC=CN12)c1ccccc1,2.950500018,2.468400015
AFIGOM,CCCCC1=Cc2ccccc2C(=S)O1,2.756500016,2.335700014
AFIKOR,COc1ccc(cc1)C=C1CN(CC=C)CC2(C(C3CSCN3C32C(=O)c2cccc4cccc3c24)c2ccc(OC)cc2)C1=O,3.35010002,2.968800018
AFIMAD,Cc1ccc(cc1)N=C(N1N=Nc2ccccc12)C(=S)N1N=Nc2ccccc12,2.567400015,2.216300013
AFIMEH,S1c2ccccc2N=C(N2N=Nc3ccccc23)C(=Nc2ccccc12)N1N=Nc2ccccc12,4.009400024,3.528400021
AFIMUX,CC1=C(C=C(S1)c1ccccc1)C1=C(C(=O)C(=C(C)C1=O)C)C1=C(C)SC(=C1)c1ccccc1,2.732000016,2.300500014
AFIPIQ01,NC(=S)NC(=O)NC(=O)c1ccccc1,3.692500022,3.28230002
AFIXAQ,CN1CC(=Cc2ccccc2F)C(=O)C2(C1)C(C1CCCCN1C12C(=O)c2cccc3cccc1c23)c1ccccc1F,3.196100019,2.870400017
AFOBEE,S=C1N=NC2(CCCCC2)N1c1ccccc1,2.483400015,2.065400012
AFOJIQ,COc1nc2ccc(Cl)cc2cc1C=CC(=O)c1c(C)nc2ccccc2c1C,3.33160002,2.887200017
AFOSAR,FC(F)(F)S(=O)(=O)[C-](C[n+]1ccccc1)S(=O)(=O)C(F)(F)F,3.506400021,3.39210002
AFOSEV,Cc1cccc[n+]1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.742700022,3.616200022
AFOSIZ,CCc1cccc[n+]1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.797300023,3.690500022
AFOSOF,CC(C)Cc1cccc[n+]1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.799200023,3.705100022
AFOSUL,CC(C)c1cccc[n+]1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.705900022,3.589700021
AFOTAS,COc1cccc[n+]1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.647400022,3.531200021
AFOTEW,Fc1cccc[n+]1C[C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.601900022,3.548900021
AFOTIA,FC(F)(F)S(=O)(=O)[C-](C[n+]1ccccc1Cl)S(=O)(=O)C(F)(F)F,3.611500022,3.555800021
AFOTOG,FC(F)(F)S(=O)(=O)[C-](C[n+]1ccccc1Br)S(=O)(=O)C(F)(F)F,3.545900021,3.488600021
AFOTUM,FC(F)(F)S(=O)(=O)[C-](C[n+]1cccc2ccccc12)S(=O)(=O)C(F)(F)F,3.34520002,3.175400019
AFUCEJ,Cc1cc(C)c[b-](c1)C([P+](c1ccccc1)(c1ccccc1)c1ccccc1)[Si](C)(C)C,2.716400016,2.669300016
AFUNAS,CCCC(=O)N(C(=O)CCC)C1=C(Cl)C(=O)c2ccccc2C1=O,3.099000019,2.685200016
AFUNIA,CCOC(=O)C(=O)C=C(O)c1ccc(cc1)c1cccc(c1)C(=O)OCC,2.452300015,1.994500012
AFUWEE,CP(c1ccccc1)(c1ccccc1)=C1C=Cc2ccccc12,3.132100019,3.081900018
AGAJOI,Cc1c(C)c(N=Cc2ccccn2)c(C)c(C)c1N=Cc1ccccn1,3.551900021,3.088500018
AGAKAW,O=C1CCC(=C1[I+]c1ccccc1)[O-],3.37960002,2.928100018
AGALIF,Cc1ccc2N=C3N(C(=O)c2c1)c1ccccc1C3=O,3.026300018,2.608500016
AGECIB,S=C(Nc1ccccc1)C1=C(c2ccccc2)C(=C(S1)C(=S)Nc1ccccc1)c1ccccc1,2.632500016,2.237400013
AGEDAT,NC(=O)c1cccc(c1)C(=O)NC(=S)N(Cc1ccccc1)Cc1ccccc1,3.224900019,2.796200017
AGEFAV,OC(=CC(=S)Nc1ccccc1)c1ccc(Cl)cc1Cl,2.258500014,2.024700012
AGEFEZ,O=C1c2ccc(cc2C(=O)c2cc(ccc12)S(=O)(=O)Nc1ccccc1)S(=O)(=O)Nc1ccccc1,3.109600019,2.710900016
AGEGEA,CC(C)CN(CC(C)C)C(=S)NC(=O)c1cccc(c1)C(N)=O,3.29650002,2.835000017
AGENIM,Brc1ccc(C=CN2C(=O)c3ccccc3C2=O)cc1,4.071400024,3.609800022
AGEPIN,FC(F)(F)C1C(C(ON1c1ccccc1)c1ccccc1)C(=O)c1ccccc1,3.740500022,3.31880002
AGESIR,O=C(C1=Nc2ccccc2S1)C1=Nc2ccccc2S1,3.254000019,2.809500017
AGETUB,CC(=O)n1nc(c(n1)P(=S)(c1ccccc1)c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,4.370000026,4.115100025
AGIFAX,Cc1cc(C(O)=CC(=O)c2ccccc2)c(O)c(c1)C(=O)C=C(O)c1ccccc1,2.503200015,2.093000013
AGIFAZ,CN1CCC2(CC1)C1(CN(CC2(C#N)C2=NCN(CN2C1=[Se])c1ccc(C)cc1)c1ccc(C)cc1)C#N,2.566800015,2.321200014
AGIYOF,S1C(SC(=C1[SiH](c1ccccc1)c1ccccc1)c1ccccc1)=C1SC(=C(S1)c1ccccc1)[SiH](c1ccccc1)c1ccccc1,2.763500017,2.416300014
AGIYUL,C[Si](C)(C1=CSC(S1)=C1SC=CS1)[Si](C)(C)C1=CSC(S1)=C1SC=CS1,3.038700018,2.781800017
AGIZAS,C[Si](C)(C)[Si](C)(C)C1=C(SC(S1)=C1SC(=C(S1)[Si](C)(C)[Si](C)(C)C)c1ccccc1)c1ccccc1,2.825000017,2.570500015
AGOKAL,CC(C)P(C(C)C)c1ccc(cc1N1c2ccccc2c2ccccc12)B(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,3.842400023,3.451600021
AGOKEP,Cc1cc(C)c(B(c2cccc(c2)N2c3ccccc3c3ccccc23)c2c(C)cc(C)cc2C)c(C)c1,3.888500023,3.491200021
AGUFEQ,CC1(C)OB(OC1(C)C)c1ccc(cc1)C#CC=CN1C(=O)c2ccccc2C1=O,3.503600021,3.056400018
AGUPIB,Fc1ccc(cc1Br)C1C2=CCN3N(C2CC2=C1C(=O)C=C(Br)C2=O)C(=O)N(C3=O)c1ccccc1,2.749300016,2.351800014
AHAMAX,CCOC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(CC)(CC(C)C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(F)(F)F,5.198200031,4.730800028
AHAPAA,CC(C)(C)OOC(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)N1C(=O)c2ccccc2C1=O,3.989000024,3.635000022
AHEMOR,CC(=O)C1(C)C[NH2+]C(C1)C(=O)[O-],4.260800025,3.780400023
AHENAC,CN(C)c1cc[n+](cc1)C1=C([O-])C(=O)C1=O,2.489200015,2.223000013
AHIBAV,Clc1cc2C(=O)N(C3OCC(=O)C=C3)C(=O)c2cc1Cl,3.469200021,3.036800018
AHIDUS01,COC(=O)C1=C(C(=O)OC)C2(C(=O)c3ccccc3C2=O)C(C#N)(C#N)C(C=Cc2cccc(C)c2)N1c1ccccc1,3.443600021,3.075900018
AHIKIN,CC1=NC2=N[Se]N=C2N=C1C,3.056400018,2.706600016
AHIXIB,COc1ccc2C3=CN(N=N3B(c2c1)(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)c1ccc(cc1)C#N,3.588500021,3.203500019
AHIYOI,CC(C)c1cccc(C(C)C)c1N1CCN(C1=C1PC(P1C#Cc1ccccc1)=C1N(CCN1c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C)c1c(cccc1C(C)C)C(C)C,3.553800021,3.119100019
AHOMOC,CC(C)CN(CC(C)C)C(=[Se])NC(=O)c1ccc(Cl)cc1,2.892300017,2.632500016
AHONAP,CCCCN(CCCC)C(=[Se])NC(=O)c1ccc(Cl)cc1,2.872000017,2.590300015
AHOPIW,S=P(c1ccccc1)(c1ccccc1)C(=C([S-])C(=[N+]1CCOCC1)c1ccccc1)c1ccccc1,2.558300015,2.144600013
AHOREV,OI(OS(=O)(=O)OI(OI(OS(=O)(=O)OI(O)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,3.857400023,3.38420002
AHPSUM,[NH3+]CC(O)CS(=O)(=O)[O-],3.992600024,3.985600024
AHUHOB,Clc1ccc2C(=O)C(=COc2c1)C(=S)Nc1ccccc1,2.930800018,2.617900016
AHUWAC,CC(C)(C)OC(=O)c1cccnc1[Se][Se]c1ncccc1C(=O)OC(C)(C)C,3.542200021,3.087200018
AJANEG,CCc1ccc(cc1)C(=O)C1=C(SC)SC(=O)C1=O,2.583700015,2.212000013
AJAPUZ,[Se]=C(NCc1ccccn1)c1ccccc1,2.798300017,2.566600015
AJAQAG,[Se]=C(NCc1ccccn1)C1=CC=CS1,2.616000016,2.411400014
AJEDAW,Cc1ccc(cc1)S(=O)(=O)C(Cl)=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.638800022,3.428500021
AJOJAM,CCc1ccc(NS(=O)(=O)c2ccc(cc2)N2C(=O)c3ccccc3C2=O)cc1,4.144700025,3.772500023
AJOMUI,CC(C)(C)C(=S)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,3.153900019,2.677400016
AJOQEY,CC1(C)C=C(C(=O)Oc2ccccc2F)C(C)(C)N1[O],3.499300021,3.445400021
AJOQIC,CC1(C)C=C(C(=O)Oc2cccc(F)c2)C(C)(C)N1[O],3.492800021,3.438500021
AJOQOI,CC1(C)C=C(C(=O)Oc2ccc(F)cc2)C(C)(C)N1[O],3.494100021,3.440600021
AJOZII,CCN(CC)C(=S)[Se][Se]C(=S)N(CC)CC,2.910400017,2.462700015
AJUDIT,COC(=O)C1=C(C2N(C1c1ccccc1)c1ccccc1Oc1ccccc21)C(=O)OC,3.853100023,3.742700022
AJUDOZ,COC(=O)C1=C(C2N(C1c1ccccc1Br)c1ccccc1Oc1ccccc21)C(=O)OC,3.838000023,3.729300022
AJUFAN,COC(=O)C1=C(C)C(N2C1c1ccccc1Oc1ccccc21)c1ccccc1,4.079100024,3.896600023
AJUFER,COC(=O)C1=CC2N(C1c1ccccc1)c1ccccc1Oc1ccccc21,4.078900024,3.844800023
AJULEX,CCN(CC)C(=[Se])C(C(C)=O)=C(Nc1ccc(Br)cc1)OC(C)C,2.888600017,2.658700016
AJUWEH,CN1c2ccccc2C(=O)C2C(=O)c3ccccc3C(c3ccccc3)C12C,3.635700022,3.209800019
AKADIA,CC(C)c1cccc(C(C)C)c1N=C(C)c1ccc2cccc(C(C)=Nc3c(cccc3C(C)C)C(C)C)c2n1,3.504100021,3.134400019
AKAFAT,C1[Se]C2=C([Se]1)[Se]C([Se]2)=C1[Se]C=C[Se]1,2.673900016,2.424100015
AKAGER10,CC=C(C=O)C1CC(O)N2c3ccccc3C3=C2C(C1)N(C)CC3,3.855200023,3.41030002
AKAPIL,CC(C)(C)c1ccc2C(=O)C(=O)C(=Cc2c1)C(C)(C)C,2.245800013,1.869900011
AKATEM,CC(C)(C)c1ccc(cc1)c1ccc2C(=O)c3ccccc3C(=O)c2c1c1ccc(cc1)C(C)(C)C,2.995200018,2.639100016
AKATIQ,COc1ccc(cc1)c1c(OS(=O)(=O)C(F)(F)F)ccc2C(=O)c3ccccc3C(=O)c12,2.976600018,2.621900016
AKATOW,CC(C)(C)c1ccc(cc1)c1ccc2C(=O)c3ccccc3C(=O)c2c1c1ccc(cc1)C(F)(F)F,3.065100018,2.695300016
AKAXIT,CCOC(=O)N1SN(C(=O)OCC)C2(c3ccccc3)C(=C(C(=O)C12c1ccccc1)c1ccccc1)c1ccccc1,3.29400002,2.881000017
AKEQEN,CSC(=S)N(C)N=C(N)c1cnccn1,3.777000023,3.35930002
AKEQIR,CN(N=C(N)c1cnccn1)C(=S)SCc1ccccc1,3.631600022,3.164700019
AKEVAP,CCOC(=O)c1c(C)c2C(=O)N(C(=O)c2c(C(=O)OCC)c1C(=O)OCC)c1ccc(OC)cc1,3.964600024,3.515200021
AKIBON,COc1nc2c(C)cccc2cc1C1CN(C)C2(C(=O)c3ccccc3C2=O)C21C(=O)Nc1ccccc21,3.126000019,2.795900017
AKIPUF,Fc1ccc(cc1)C1OC21C(c1ccccc1)S(=O)c1ccccc1C2=O,3.542800021,3.119300019
AKOBOR,CCc1c2SSSc2c(CC)c2c1S(=O)CCS2=O,3.058000018,2.638800016
AKOBOT,Cc1cc(cc(c2ccccc2)c1N=C1c2cccc3cccc(C1=Nc1c(C)cc(cc1c1ccccc1)c1ccccc1)c23)c1ccccc1,3.086700018,2.682100016
AKOBUX,CCc1c2SCS(=O)c2c(CC)c2SSSc12,2.937800018,2.505800015
AKOCOU,CCCN1C(=O)C(=O)c2ccccc12,2.723900016,2.318100014
AKOHUF,COC(=O)C(Sc1ccccc1)(N1C(=O)c2ccccc2C1=O)c1ccccc1,3.922200023,3.582000021
AKOWEE,COc1ccc2ccccc2c1c1nc(cc2C(=O)c3ccccc3c12)c1ccccc1,3.108200019,2.708600016
AKOYEE,CC(C)CN(CC(O)C(Cc1ccccc1)C=CC(CSc1ccc2ccccc2c1)NS(C)(=O)=O)S(=O)(=O)c1ccc(cc1)N(=O)=O,3.815900023,3.473400021
AKUQOO,Brc1cccc2N(C=Cc12)C(=Nc1ccccc1)C(=O)c1ccccc1,3.253100019,2.857300017
AKUQUU,O=C(c1ccccc1)C(=Nc1ccccc1)N1CCc2ccccc12,3.30470002,2.935200018
ALANEH01,OC(=O)CNC(=O)C1=CSC(S1)=C1SC2=C(SCCS2)S1,2.814700017,2.550500015
ALAQEK,O=C1c2ccccc2C(=O)C23OC12CSCCCS3,3.40610002,3.010800018
ALAQOV,C[Si](C)(C)c1ccc(cc1)[B-](c1[nH+]cccc1)(c1ccccn1)c1ccccn1,4.329400026,3.919700023
ALAQUB,Ic1ccc(cc1)[B-](c1[nH+]cccc1)(c1ccccn1)c1ccccn1,4.471700027,3.998500024
ALAREL,COc1ccc(cc1)C1C2CSCN2C2(C(=O)Nc3ccccc23)C21C(=O)c1ccccc1C2=O,3.448300021,3.048300018
ALARIP,Clc1ccc(cc1)C1C2CSCN2C2(C(=O)Nc3ccccc23)C21C(=O)c1ccccc1C2=O,3.38160002,2.978600018
ALAROV,CN1CC(C2C1COc1ccccc21)C(=O)c1ccc(Cl)cc1,3.764300023,3.34430002
ALAYOB,CN(C)c1ccc(CN2CCCCN(Cc3ccc(cc3)N(C)C)C2=[Se])cc1,3.539600021,3.28300002
ALOSUR,FC(F)(F)c1ccc(cc1)C(=O)NC(=S)Nc1ccccc1,3.36770002,2.957100018
ALOTEC,CCCCCC(=O)NC(=S)Nc1ccc(cc1)N1CCOCC1,3.538100021,3.041400018
ALOXAN14,O=C1NC(=O)C(=O)C(=O)N1,2.575300015,2.135500013
ALUHOG,CCCCc1ccc(NC(=S)c2cccc(n2)C(=S)Nc2ccc(CCCC)cc2)cc1,2.746700016,2.402500014
ALUSUX,CCCCNC(=O)c1cc(C(=O)NCCCC)c2C(=O)c3ccccc3C(=O)c2c1,3.144000019,2.752700016
ALUTOQ,Brc1ccc(C=CC=CC(=[Se])N2CCCC2)cc1,2.198500013,1.928300012
AMADUP,COc1ccc2c(CN3CCC45OCC2(CO)C3C4=CC(=O)C(OC)(OC(C)=O)C5Br)c1OC,3.484700021,3.060400018
AMBBPO,Nc1ccccc1C(=O)c1ccc(Br)cc1,3.639700022,3.144300019
AMBNZA04,[NH3+]c1cccc(c1)C(=O)[O-],2.821600017,2.494400015
AMCBPO,Nc1ccccc1C(=O)c1ccc(Cl)cc1,3.657800022,3.158700019
AMEBOJ,Clc1ccc(cc1)C(=O)NC(=S)Nc1cccc2ccccc12,3.516200021,3.131200019
AMEFIJ,CCCCc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(CCCC)cc3)c3C(=O)c4ccccc4C(=O)c3c2)cc1,3.119000019,2.726400016
AMEKIO,CCCCNC(=O)c1cc2Cc3ccccc3C(=O)c2c(c1)C(=O)NCCCC,3.181400019,2.758600017
AMEMUB,CC1=NN(C(=S)SCc2ccccc2)C(=C1)c1ccccc1,2.866800017,2.586700015
AMEPAC01,[NH3+]CCP(O)(=O)[O-],3.659700022,3.652600022
AMEPEP,O=C(OCCCN1C(=O)c2ccccc2C1=O)c1ccccc1C1=NCCCO1,4.078900024,3.712400022
AMEPOS,[NH3+]CP(O)(=O)[O-],4.478000027,4.335000026
AMETSL01,[NH3+]CCOS(=O)(=O)[O-],4.565700027,4.558300027
AMEXUN,COc1cc(C=CC(=O)C=Cc2ccc(OCc3ccccc3)c(OC)c2)ccc1OCc1ccccc1,3.618200022,3.223500019
AMMVTZ,CN(C)C1=NC(=S)SC1(C)C=C,2.241600013,1.812400011
AMODAJ,O=C1c2ccccc2C(=O)C1=C1c2ccccc2C(=O)C21C(=O)c1ccccc1C2=O,3.26330002,2.784100017
AMTETA,[NH3+]CC#CC(=O)[O-],3.37040002,3.174300019
AMTPYD,CC1=CSC2C3SC(C1C2=O)C(=CC3=O)C,3.34540002,2.951000018
ANAPOW,COc1ccc(cc1OC)C(=O)C=Cc1cc(ccc1Cl)C(F)(F)F,3.516100021,3.020200018
ANIHUC,OC(=O)CC([NH+]1CCCCC1)C(=O)[O-],5.103800031,4.611800028
ANIKEP,CCCCCCCCCN1C(=O)C(=O)c2cc(Br)ccc12,2.687700016,2.281400014
ANISAC,[NH3+]c1cccc(c1)S(=O)(=O)[O-],3.563900021,3.478800021
ANOWAD,CN([N+]1=C(c2ccccc2)c2ccccc2[B-]21Oc1ccc3ccccc3c1c1c(O2)ccc2ccccc12)c1ccccc1,3.053200018,2.693100016
ANQTDZ,O=C1c2ccccc2C(=O)C2=C1C=CC1=NSN=C21,2.860500017,2.484200015
ANUHOI01,Cc1ccccc1c1ccc(cc1)c1ccc2c3ccc(cc3C(=O)c2c1)c1ccc(cc1)c1ccccc1C,3.26000002,2.860800017
AOHEPY01,CC(O)=C1C(=O)OC(=O)C(=C(C)O)C1=O,2.971200018,2.602500016
AOTETC,CN(C)C1C2C(OC(C)=O)C3C(=C(O)C2(OC(C)=O)C(=O)C(=C1O)C(N)=O)C(=O)c1c(O)cccc1C3(C)O,3.086700018,2.697100016
APAGAB,O=C1N(C(C[Se]c2ccccc2)c2ccccc2)S(=O)(=O)c2ccccc12,4.559700027,4.136500025
APAJIM,Clc1ccc2N(Cc3ccccc3)C(=O)C(=O)c2c1,2.727000016,2.317200014
APAJOS,Clc1ccc2N(CC=C)C(=O)C(=O)c2c1,2.724300016,2.316200014
APAKIN,BrCCCCCCN1C(=O)C(=O)c2cc(Br)ccc12,2.709700016,2.300300014
APAKUZ,Oc1c2C(=O)c3ccccc3C(=O)c2c(O)c(c1N(=O)=O)N(=O)=O,2.757500016,2.302400014
APALEK,Clc1ccc(cc1)C(=O)NC(=S)NCCNC(=S)NC(=O)c1ccc(Cl)cc1,3.754600022,3.30350002
APAVUJ,CC(C)C1=CC2=C(C)C=C3C2=C(CC2(C#N)C(=C(C)OC4=C(Cl)C(=O)OC324)C#N)C=C1,2.385800014,1.990100012
APEJUC,COC(=O)C1=C(c2c(F)cccc2F)C(=C(C(=O)OC)C1=O)c1c(F)cccc1F,2.488900015,2.015600012
APEMUF,FC12CC(N3C(=O)c4ccccc4C3=O)C(=O)N3C(Cc4ccccc4)C(=O)N(C13)c1ccccc21,4.165900025,3.800000023
APIMUI,COc1cc2C3CC(=O)C=CC43CC(C)(C)N=C4C(=O)c2cc1OC,3.32030002,2.894700017
APIXAA,COc1ccc(cc1)N1N=NC2=C1C(=O)C1=C(N=NN1c1ccc(OC)cc1)C2=O,3.095000019,2.662700016
APSEUR,CC(=O)NC(=[Se])Nc1ccccc1,3.225900019,3.006400018
APSMCB,CN(C)c1ccc(OC(=O)N(C)CS(=O)(=O)c2ccc(cc2)N(=O)=O)cc1,3.646100022,3.643900022
APUHUP,COC(=O)C1=C2N(Cc3ccccc3)C=CC3=C2C(=C1C(=O)OC)c1ccccc1[Si]3(C)C,2.887800017,2.410600014
APUQUZ,Clc1ccc2N(CCCCCCCCCCCCBr)C(=O)C(=O)c2c1,2.723200016,2.316800014
APUREI,COc1cccc2C(=O)c3cccc(OC)c3C(=O)c12,2.996400018,2.614600016
APUSAF01,OC(=CC(=O)c1ccc(cc1)C(=O)C=C(O)c1ccccc1)c1ccccc1,2.568200015,2.112900013
AQAFED,C[SiH](C)C1=C([SiH](C)C)C(=O)C(=C([SiH](C)C)C1=O)[SiH](C)C,2.138000013,1.884300011
